user_id,age,income,gender,region,signup_date,score,num_logins,is_active,purchased,time_spent,num_clicks
1,32,92637.11897891546,Female,North,2020-01-01,0.8959156756749936,34,0,1,48.78581199801278,86.75162611048371
2,34,77406.89689226662,Other,North,2020-01-02,0.6386797551867516,31,0,0,30.01320799739186,40.310205732282675
3,46,76418.03789689699,Female,East,2020-01-03,0.5021965898020346,29,0,0,41.610084591499614,74.42287675741828
4,48,46686.70744644899,Other,North,2020-01-04,0.621523647916557,26,1,0,22.64262428751666,50.8077816076429
5,26,83635.23682253575,Other,East,2020-01-05,0.6570255467400354,35,1,0,19.14314354214686,13.171853978802545
6,40,78565.12021934487,Other,North,2020-01-06,0.6348525307763057,42,0,0,27.619110795114835,46.93749272438644
7,52,84574.1732489296,Female,West,2020-01-07,0.488144784706975,31,0,0,13.49430480932287,1.339419211270247
8,43,69923.72803484791,Male,South,2020-01-08,0.5567750418830478,36,1,0,27.461523743310007,59.95748156373296
9,29,87664.32118870047,Male,West,2020-01-09,0.7447698975799539,28,0,0,34.246600257191695,47.348962385672266
10,43,69034.79981328183,Female,East,2020-01-10,0.7162417275024766,37,0,0,43.75986545937805,58.98807876032118
11,31,102048.99357454693,Male,West,2020-01-11,0.6751800708437283,33,1,1,25.825921448924554,20.596832478736047
12,27,82543.10300030747,Male,East,2020-01-12,0.619188530170046,34,1,0,31.183683795693923,31.436926583712754
13,35,97932.78201015087,Other,North,2020-01-13,0.5027731680384939,26,1,1,24.47713732304215,35.21312699829671
14,9,57653.737580321074,Other,North,2020-01-14,0.7636776665599188,24,1,0,42.69083598176622,56.86296820480169
15,11,105644.36983102058,Female,East,2020-01-15,0.5848334388766291,35,0,0,15.013342161680978,13.740593317762913
16,27,74754.78596887602,Female,West,2020-01-16,0.5291699863686177,38,1,0,14.834871408628247,32.46041851507542
17,29,60138.38536127685,Male,North,2020-01-17,0.643726816668821,39,0,0,23.178489523847794,30.0951184325126
18,32,61210.96628310895,Other,South,2020-01-18,0.4687584579079339,26,0,0,10.250612578115053,-1.8341585316582822
19,29,56028.920346423336,Female,North,2020-01-19,0.5154951971400267,32,0,0,29.320581103716485,48.92247517139036
20,16,83296.34023908149,Female,South,2020-01-20,0.35724801034802955,38,0,0,22.295100087741123,11.594487392035909
21,40,87222.18800437216,Female,West,2020-01-21,0.7823429157052268,42,0,0,46.12606913423825,31.112331262630914
22,34,66248.38253432297,Female,South,2020-01-22,0.6722501749763097,28,1,0,28.79393092806386,38.874462056277444
23,43,78992.05564420523,Female,South,2020-01-23,0.45523941726885664,36,1,0,15.861843790345198,5.160096894977713
24,15,118221.73551422128,Female,South,2020-01-24,0.6530088976012941,24,0,0,19.9137790511355,28.559593559179305
25,21,92602.4027640715,Male,South,2020-01-25,0.5425915674596676,38,1,1,37.452239459922204,60.93328282451302
26,38,66686.17382020915,Other,North,2020-01-26,0.5245571381632347,30,1,0,21.382603496628008,42.56494162921786
27,18,69153.15362445476,Other,South,2020-01-27,0.5564244084254714,26,0,0,17.78075137900563,30.579699722450734
28,40,79057.65399795712,Female,North,2020-01-28,0.8277991657454208,34,0,0,44.755206386916264,38.29081960948835
29,33,89304.76369529929,Other,South,2020-01-29,0.4465751266696577,26,0,0,16.703715310937167,10.912549160406083
30,33,50901.65471524888,Other,East,2020-01-30,0.6005789928167795,28,0,0,16.356372969085484,21.344516608091098
31,32,64615.3735605764,Other,West,2020-01-31,0.7347273613942201,31,1,0,24.38905999195063,31.931973080476762
32,57,43601.380539887235,Female,South,2020-02-01,0.6702694531989501,27,0,0,31.067351048587142,26.25891344518392
33,38,82461.019179202,Female,East,2020-02-02,0.672743864934756,28,0,0,19.550332272190634,18.47894046263024
34,24,82220.04169378421,Other,South,2020-02-03,0.5613258768725345,42,0,0,24.403789915641905,43.88029876669967
35,46,56441.92031804446,Other,South,2020-02-04,0.4322296800880521,28,1,0,10.802499217174812,21.599405345977274
36,22,91244.43520291949,Female,South,2020-02-05,0.4688940679351624,36,0,0,11.64033859401988,10.505635953437796
37,38,40449.24074948241,Male,East,2020-02-06,0.6690506741134169,35,1,0,25.22779384314127,48.24091815867645
38,30,36606.673306543154,Other,West,2020-02-07,0.5799420203811616,32,0,0,27.690209158657865,16.099629500238116
39,22,76581.82158950919,Male,East,2020-02-08,0.6378130318076467,40,1,0,31.896552407957433,53.79855387212464
40,28,90777.63700678565,Other,West,2020-02-09,0.523606918992228,41,1,1,32.80557196353625,52.91614985542533
41,41,100299.51670657254,Male,South,2020-02-10,0.6716449183110225,24,1,1,22.393466634820378,40.31189177997152
42,34,65301.74401959789,Male,North,2020-02-11,0.6368316822483538,24,1,0,42.57251525514001,59.79119445117675
43,31,108140.88585946575,Male,South,2020-02-12,0.6748185254590765,34,1,1,57.57634788001245,65.05052443202528
44,35,63529.81371673895,Female,West,2020-02-13,0.4984953657518518,29,1,0,18.232827776479258,32.582553423200416
45,25,62060.25205671071,Male,East,2020-02-14,0.42720907425821714,33,1,0,1.5525886281442745,-4.215952482931277
46,26,68235.59125200684,Male,South,2020-02-15,0.6864742025673423,39,0,0,13.475554854886855,20.59679361819685
47,23,82827.78930721122,Male,East,2020-02-16,0.7407534895830777,29,1,0,28.36576733756841,25.957005959027175
48,45,37981.17300760334,Other,East,2020-02-17,0.6073546608327887,24,1,0,20.389785701024138,21.333350530495075
49,35,108416.82035282014,Male,East,2020-02-18,0.7645785687914578,41,0,0,34.45742320318533,42.64591491957913
50,18,96754.51903568832,Other,South,2020-02-19,0.47692570607500645,41,1,1,26.54450854920546,40.50371967995122
51,37,54107.77936746455,Male,East,2020-02-20,0.594463987955862,30,1,0,13.89008191552831,26.56501608223526
52,37,79417.40226017853,Male,East,2020-02-21,0.845435316993901,40,1,1,36.32935473393941,72.66365232206124
53,29,84330.49941012428,Female,South,2020-02-22,0.5433087782831161,44,1,0,19.389104221813945,27.427732492563425
54,38,63045.972850754624,Other,East,2020-02-23,0.5806825357631453,24,1,0,46.48622362718625,46.21614704580978
55,38,64933.939255095196,Male,South,2020-02-24,0.5352327323054323,38,0,0,10.269645795511071,25.350023991755332
56,43,63956.96519392386,Other,West,2020-02-25,0.5902952909702326,28,0,0,18.975093746890494,29.732135912178588
57,25,73293.12515195612,Other,West,2020-02-26,0.8568266843340817,31,1,1,38.892521290749926,47.70470568667097
58,29,84720.73528463725,Female,West,2020-02-27,0.6460566494009817,40,1,0,21.55159601850923,22.009953734241613
59,41,78235.36116907402,Female,East,2020-02-28,0.8549630621042872,42,1,1,49.804492878269905,55.47229437414856
