user_id,age,income,gender,region,signup_date,score,num_logins,is_active,purchased,time_spent,num_clicks
1,39,97987.10873172004,Female,North,2020-01-01,0.7942668124161504,33,1,1,38.04219672764784,54.684091807041305
2,33,88492.67365825537,Other,North,2020-01-02,0.5515942980672202,29,1,1,31.143513798129725,37.46540631061488
3,41,71192.60739840349,Female,East,2020-01-03,0.3939301485336086,27,1,0,22.25954044098714,27.403438620461056
4,50,57061.26444588852,Other,North,2020-01-04,0.6579007700149263,23,0,0,29.41349027879799,38.27538427461894
5,32,83964.4662722718,Other,East,2020-01-05,0.7389964068604202,30,0,1,34.4131460606261,72.26522460670148
6,32,77869.70770843499,Other,North,2020-01-06,0.5696240218480225,37,0,0,16.971323964662716,26.222038665386957
7,50,87903.86440055465,Female,West,2020-01-07,0.5294962519860339,27,1,1,30.224770090610797,45.38348328295496
8,42,82703.43603363939,Male,South,2020-01-08,0.5562740594622301,30,1,1,29.012572073434658,52.33912351723748
9,30,90991.05430638671,Male,West,2020-01-09,0.6850205367131235,24,0,1,41.24358861291474,61.86468437183082
10,40,59295.29576878864,Female,East,2020-01-10,0.5545539058715019,36,1,1,25.730695112772363,49.81280586230224
11,30,96347.88131268651,Male,West,2020-01-11,0.6328760300342845,27,0,1,36.215479489954355,50.602441627920385
12,30,73951.99209384799,Male,East,2020-01-12,0.6027802915739939,31,1,1,24.789384350879,32.44767902219161
13,37,111505.21745250531,Other,North,2020-01-13,0.5924620387577234,25,1,1,16.099152948591346,14.345994462738739
14,15,56216.243638208645,Other,North,2020-01-14,0.6701292326752233,21,1,1,33.03389193192233,68.05131119839051
15,17,104719.27606330499,Female,East,2020-01-15,0.5521420100135805,33,0,1,24.7736917254139,36.46228935046481
16,29,73958.21566925295,Female,West,2020-01-16,0.5569413439817721,36,1,1,22.592960070165006,22.149015509032555
17,24,56971.63992771103,Male,North,2020-01-17,0.6797602849999754,35,1,1,38.478541217431854,59.686084045939964
18,38,60322.28331891357,Other,South,2020-01-18,0.5013074675831347,23,0,0,31.106606746874522,40.15937134967738
19,25,63593.0538361136,Female,North,2020-01-19,0.5119779809177673,30,0,0,26.126005442717666,35.29299584953719
20,20,78483.31892803832,Female,South,2020-01-20,0.47396857086564065,36,1,0,22.785833195191206,37.28628411006399
21,49,80456.70976070999,Female,West,2020-01-21,0.6849010913276553,40,1,1,34.558596435895375,67.04774705638407
22,32,58525.99992122842,Female,South,2020-01-22,0.5894763031918733,27,1,1,26.209183940087023,40.32962949186094
23,35,69512.90815478034,Female,South,2020-01-23,0.46863848539209335,33,1,0,26.24490401174668,32.25698831306851
24,20,112845.40717223728,Female,South,2020-01-24,0.6853808562309068,21,1,1,26.572182880738143,34.809125898164936
25,29,104550.86340201422,Male,South,2020-01-25,0.5444457838424565,36,0,1,21.85689854997186,39.349819694062475
26,36,78726.47339348064,Other,North,2020-01-26,0.5128321921163115,30,0,0,21.685303849281564,12.944546616052936
27,23,70760.069563364,Other,South,2020-01-27,0.5804321441123048,24,1,1,31.728384360522885,37.16575377782341
28,38,72400.62653436522,Female,North,2020-01-28,0.7478723609467891,31,1,1,35.88116876212324,55.94821390515826
29,28,82270.35945460833,Other,South,2020-01-29,0.560503780350343,22,1,1,34.827140991032515,35.17401571280129
30,32,49544.14869603189,Other,East,2020-01-30,0.6575338864115584,24,1,1,36.893243102470464,52.21468586235706
31,28,64852.4692515331,Other,West,2020-01-31,0.6727080020450954,30,1,1,29.62993422444304,39.6622509800894
32,53,36628.3185224482,Female,South,2020-02-01,0.6443273298006406,26,1,1,35.38369544202513,61.85002838379437
33,34,77984.46245210558,Female,East,2020-02-02,0.7271071649674262,26,1,1,34.314323107611216,48.968661330224826
34,24,82943.91879405481,Other,South,2020-02-03,0.5292883995367721,34,1,1,28.830322451958423,55.112397503968104
35,43,60336.27075401252,Other,South,2020-02-04,0.49566651569496634,26,0,0,29.042186602713183,44.35201013645038
36,22,101479.73526580066,Female,South,2020-02-05,0.49370333439750047,28,1,1,30.258739728938608,63.152620901500576
37,37,45484.68673995318,Male,East,2020-02-06,0.5855531584700207,35,0,0,30.287765772690616,31.55675901511821
38,15,40712.5023958036,Other,West,2020-02-07,0.5052953342159471,28,1,1,33.26538514319844,66.06934612747744
39,21,74489.03637119944,Male,East,2020-02-08,0.6147540911865328,37,1,1,32.944276339633,45.3051429471556
40,36,90941.9660522431,Other,West,2020-02-09,0.6076988419724894,37,1,1,31.06020289591262,61.329801356133025
41,42,103678.55382915738,Male,South,2020-02-10,0.7018573303186041,18,1,1,33.580294577630525,62.22278886529743
42,36,60822.3147426212,Male,North,2020-02-11,0.629114430823604,19,0,0,28.299176440238362,13.929686252530786
43,33,91573.61666862591,Male,South,2020-02-12,0.5583848144138551,33,0,1,30.018659351001283,49.819671129700325
44,31,69229.83060998586,Female,West,2020-02-13,0.6410849204432683,24,1,1,32.55803420706333,58.81324893867397
45,20,66547.4540011836,Male,East,2020-02-14,0.4969805980102059,29,1,0,26.153157903682242,52.515664222234534
