user_id,age,income,gender,region,signup_date,score,num_logins,is_active,purchased,time_spent,num_clicks
1,31,68448.37391980088,Female,West,2020-01-01,0.6122313003187199,22,1,1,34.287118105309744,43.22239703222436
2,15,72158.01123681881,Other,South,2020-01-02,0.6533111625425321,31,0,0,37.13091465719536,70.04412915555857
3,33,57375.20148163728,Female,West,2020-01-03,0.6331206288538654,36,1,1,37.29001476592197,59.754769298648476
4,34,91192.17009905499,Male,North,2020-01-04,0.5098744939038189,25,0,1,27.82661867231599,29.725864608580075
5,30,86625.28229189735,Other,North,2020-01-05,0.5554240108129949,28,1,1,25.65457286867451,40.046808576004885
6,29,120780.42583039528,Other,South,2020-01-06,0.5396573606577164,16,1,1,22.39177165367175,35.42290127119527
7,27,71608.02374708946,Female,North,2020-01-07,0.5479736040383731,31,1,1,22.376827604272574,25.162056870109087
8,23,82136.45628921111,Female,South,2020-01-08,0.7512436617794326,25,0,1,38.69664282736819,54.970235384822026
9,31,73853.64701933607,Other,East,2020-01-09,0.44097763080459096,33,1,0,22.745435221567455,40.610548784909426
10,33,82098.71360839161,Female,South,2020-01-10,0.6493801271306182,27,0,1,39.981053612410676,60.14522069459412
11,40,74355.15956502808,Male,South,2020-01-11,0.848532076652997,27,1,1,41.85332754539359,65.79813350399685
12,34,62024.01267616797,Male,South,2020-01-12,0.5940892469449287,25,0,0,29.549278932626283,38.8355671168498
13,31,71280.37055275317,Other,South,2020-01-13,0.5493347608848709,25,1,1,33.45482238908747,54.903840147960764
14,49,48315.88789054427,Male,West,2020-01-14,0.6070593037085101,28,0,0,24.882923635023374,35.13235015029314
15,26,54199.066391376175,Female,West,2020-01-15,0.5818805685912577,34,1,1,25.499160534654973,54.807855778529984
16,25,34454.79594399215,Male,East,2020-01-16,0.43306459480326764,22,0,0,13.805796204322606,5.664500775166099
17,27,100992.56109191736,Female,South,2020-01-17,0.7284319332107944,23,1,1,39.72849597278709,63.025999105417725
18,30,85303.97004723738,Female,West,2020-01-18,0.5371812165080985,30,1,1,31.180237677512327,44.64314455221153
19,51,99237.8299893001,Male,North,2020-01-19,0.6635556590292784,28,1,1,33.7527127977642,39.269097055935134
20,36,81816.9461118088,Female,North,2020-01-20,0.6297095468631481,19,1,1,34.503641889136134,44.25511012602148
21,20,97009.31398031273,Female,North,2020-01-21,0.691653485339751,30,1,1,48.91634224192501,73.5643693815836
22,34,65440.568467298945,Male,West,2020-01-22,0.6322147626990896,49,0,0,36.3463512663115,52.892262694521804
23,17,83558.12763174684,Male,South,2020-01-23,0.6853215536910359,39,0,1,31.1266884247568,39.98961985286746
24,49,55300.643206036424,Female,East,2020-01-24,0.5448017376658243,26,1,1,40.613226540449304,54.6974996736539
25,42,80578.77795064835,Female,North,2020-01-25,0.7096812212130406,34,1,1,32.901960515210845,42.50642403489087
26,42,120276.36405122183,Female,South,2020-01-26,0.5531470622822111,26,1,1,25.29353470496656,31.582990574157492
27,50,79854.39811538001,Other,East,2020-01-27,0.5868806242098292,27,1,1,36.221917283117975,49.447592969995085
28,42,70530.51918971394,Other,East,2020-01-28,0.6686549803689819,28,0,0,25.440839085177473,35.67081095789319
29,46,36687.60540880806,Male,North,2020-01-29,0.7760553902836006,38,0,0,48.82792948892381,78.13072937656085
